dataset_id,disease,soma_joinid,citation,collection_id,collection_name,collection_doi,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f,luminal A breast carcinoma;triple-negative breast carcinoma;luminal B breast carcinoma,187,Publication: https://doi.org/10.1002/ctm2.1356 Dataset Version: https://datasets.cellxgene.cziscience.com/7f00600a-4ea7-40cf-a0a2-0a862b0cb718.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7dd599c5-d25d-40c0-b1a6-8789791ca808,7dd599c5-d25d-40c0-b1a6-8789791ca808,The cellular landscape of breast cancer associated malignant pleural effusions,10.1002/ctm2.1356,7f00600a-4ea7-40cf-a0a2-0a862b0cb718,Figure 2,3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f.h5ad,22414
42b6a476-c51d-4f8b-b68b-44941b3a11bf,normal;type 2 diabetes mellitus,194,Publication: https://doi.org/10.1038/s41467-020-18957-w Dataset Version: https://datasets.cellxgene.cziscience.com/290ac0fc-8b51-456c-9f16-24146eaed89b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/db468083-041c-41ca-8f6f-bf991a070adf,db468083-041c-41ca-8f6f-bf991a070adf,Stress-induced RNA–chromatin interactions promote endothelial dysfunction,10.1038/s41467-020-18957-w,290ac0fc-8b51-456c-9f16-24146eaed89b,scRNA-seq data analysis of endothelium-enriched mesenteric arterial tissues from human donors,42b6a476-c51d-4f8b-b68b-44941b3a11bf.h5ad,11243
2727d83a-0af0-443a-bff8-58dc7028289a,normal;Alzheimer disease,202,Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/44703324-8d6c-44c2-958d-8d16f5eb4054.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,44703324-8d6c-44c2-958d-8d16f5eb4054,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Entorhinal Cortex,2727d83a-0af0-443a-bff8-58dc7028289a.h5ad,42528
83b5e943-a1d5-4164-b3f2-f7a37f01b524,dilated cardiomyopathy;normal;arrhythmogenic right ventricular cardiomyopathy;non-compaction cardiomyopathy,210,Publication: https://doi.org/10.1126/science.abo1984 Dataset Version: https://datasets.cellxgene.cziscience.com/482dd0e7-16ae-4ecf-a4b9-eecd822f59d4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,482dd0e7-16ae-4ecf-a4b9-eecd822f59d4,DCM/ACM heart cell atlas: Neuronal cells,83b5e943-a1d5-4164-b3f2-f7a37f01b524.h5ad,7999
6a270451-b4d9-43e0-aa89-e33aac1ac74b,tubular adenoma;normal;colon sessile serrated adenoma/polyp;tubulovillous adenoma;hyperplastic polyp;colorectal cancer,221,Publication: https://doi.org/10.1016/j.cell.2021.11.031 Dataset Version: https://datasets.cellxgene.cziscience.com/4973ec05-e355-40fc-9f72-56423c12aae9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a48f5033-3438-4550-8574-cdff3263fdfd,a48f5033-3438-4550-8574-cdff3263fdfd,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,10.1016/j.cell.2021.11.031,4973ec05-e355-40fc-9f72-56423c12aae9,VAL and DIS datasets: Non-Epithelial,6a270451-b4d9-43e0-aa89-e33aac1ac74b.h5ad,10696
d7d7e89c-c93a-422d-8958-9b4a90b69558,common variable immunodeficiency;normal,222,Publication: https://doi.org/10.1038/s41467-022-29450-x Dataset Version: https://datasets.cellxgene.cziscience.com/4510feb6-c111-4c1f-8ee0-55c21935fbbc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bf325905-5e8e-42e3-933d-9a9053e9af80,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,4510feb6-c111-4c1f-8ee0-55c21935fbbc,Activated PBMCs - Twins scRNA-seq,d7d7e89c-c93a-422d-8958-9b4a90b69558.h5ad,16901
d9b4bc69-ed90-4f5f-99b2-61b0681ba436,COVID-19;normal,227,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/5b918503-ab77-42f9-aaab-8d4b6102dbde.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,5b918503-ab77-42f9-aaab-8d4b6102dbde,B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,d9b4bc69-ed90-4f5f-99b2-61b0681ba436.h5ad,20000
5ba85070-a41c-4184-9c18-cf34c3fd0f62,normal;benign prostatic hyperplasia,240,Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/d7db4fb4-b7e7-41b6-bd75-02848297ea8d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,d7db4fb4-b7e7-41b6-bd75-02848297ea8d,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Fibromuscular Stromal Cells,5ba85070-a41c-4184-9c18-cf34c3fd0f62.h5ad,10742
6cda07c7-5d7a-41ba-9799-5bb73da25a60,normal;dementia,250,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/7db3a7ef-f423-4443-bce9-95cb4af0c40d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,7db3a7ef-f423-4443-bce9-95cb4af0c40d,L5 ET - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),6cda07c7-5d7a-41ba-9799-5bb73da25a60.h5ad,3848
be884a28-0eac-4eca-9c23-1294a93cf56e,normal;pilocytic astrocytoma,256,Dataset Version: https://datasets.cellxgene.cziscience.com/c407eff2-0315-416b-a3da-acf5b7a271e9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/10bf5c50-8d85-4c5f-94b4-22c1363d9f31,10bf5c50-8d85-4c5f-94b4-22c1363d9f31,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,,c407eff2-0315-416b-a3da-acf5b7a271e9,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,be884a28-0eac-4eca-9c23-1294a93cf56e.h5ad,35637
f8d8b443-bca6-4c3c-9042-669dfb7f8030,normal;Lewy body dementia;Parkinson disease,261,Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/c480e527-5725-4699-bd8a-e09535b23ba8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,c480e527-5725-4699-bd8a-e09535b23ba8,Human Human Microglia 10x scRNA-seq,f8d8b443-bca6-4c3c-9042-669dfb7f8030.h5ad,33041
693ae928-96ba-47de-b9d9-1321c675bfcd,normal;COVID-19,264,Publication: https://doi.org/10.1016/j.isci.2023.108572 Dataset Version: https://datasets.cellxgene.cziscience.com/8f2d33f8-6a26-4513-9cc9-3f03df2c6f40.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,ecb739c5-fe0d-4b48-81c6-217c4d64eec4,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,10.1016/j.isci.2023.108572,8f2d33f8-6a26-4513-9cc9-3f03df2c6f40,"innate T cells -- CV19 infection, vaccination and HC",693ae928-96ba-47de-b9d9-1321c675bfcd.h5ad,33415
d5c67a4e-a8d9-456d-a273-fa01adb1b308,normal;cataract,267,Publication: https://doi.org/10.15252/embj.2018100811 Dataset Version: https://datasets.cellxgene.cziscience.com/8a606d0d-8c58-4de7-a04b-c981a11af9d7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3472f32d-4a33-48e2-aad5-666d4631bf4c,3472f32d-4a33-48e2-aad5-666d4631bf4c,A single-cell transcriptome atlas of the adult human retina,10.15252/embj.2018100811,8a606d0d-8c58-4de7-a04b-c981a11af9d7,Retina,d5c67a4e-a8d9-456d-a273-fa01adb1b308.h5ad,19694
6cf3634d-e911-44ad-bf52-c747a9af3c01,Crohn disease;normal,269,Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/f3027a1d-345f-436e-90ea-f73132a94934.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,f3027a1d-345f-436e-90ea-f73132a94934,colon stromal,6cf3634d-e911-44ad-bf52-c747a9af3c01.h5ad,39433
e22482ee-19e8-40bc-9f6e-541dc3c82c20,normal;plasma cell myeloma,278,Publication: https://doi.org/10.1038/s41591-018-0269-2 Dataset Version: https://datasets.cellxgene.cziscience.com/02ee04e7-8369-4e20-bc20-0fc7285de401.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2a0b02c0-fea6-47bd-92b9-9b03f5d2580c,2a0b02c0-fea6-47bd-92b9-9b03f5d2580c,Single cell dissection of plasma cell heterogeneity in symptomatic and asymptomatic myeloma,10.1038/s41591-018-0269-2,02ee04e7-8369-4e20-bc20-0fc7285de401,All cells,e22482ee-19e8-40bc-9f6e-541dc3c82c20.h5ad,54753
055ca631-6ffb-40de-815e-b931e10718c0,normal;COVID-19,281,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/a16da6f8-964e-4d7f-93a7-66f941267945.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,a16da6f8-964e-4d7f-93a7-66f941267945,Individual Single-Cell RNA-seq PBMC Data from Wilk et al.,055ca631-6ffb-40de-815e-b931e10718c0.h5ad,41305
8e47ed12-c658-4252-b126-381df8d52a3d,Crohn disease;normal,285,Publication: https://doi.org/10.1016/j.devcel.2020.11.010 Dataset Version: https://datasets.cellxgene.cziscience.com/a4e81c2f-2e1e-4a6c-810f-88aa7fce3125.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/17481d16-ee44-49e5-bcf0-28c0780d8c4a,17481d16-ee44-49e5-bcf0-28c0780d8c4a,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,10.1016/j.devcel.2020.11.010,a4e81c2f-2e1e-4a6c-810f-88aa7fce3125,Paediatric Human Gut (4-14y),8e47ed12-c658-4252-b126-381df8d52a3d.h5ad,22502
456e8b9b-f872-488b-871d-94534090a865,COVID-19;normal,290,Publication: https://doi.org/10.1038/s41591-020-0944-y Dataset Version: https://datasets.cellxgene.cziscience.com/14db4277-1261-4a96-b3b1-d1cc91518fc1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a,a72afd53-ab92-4511-88da-252fb0e26b9a,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,10.1038/s41591-020-0944-y,14db4277-1261-4a96-b3b1-d1cc91518fc1,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,456e8b9b-f872-488b-871d-94534090a865.h5ad,44721
07760522-707a-4a1c-8891-dbd1226d6b27,normal;Lewy body dementia;Parkinson disease,299,Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/a0559ab2-c0d0-41e0-af27-a3ff87d3ae28.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,a0559ab2-c0d0-41e0-af27-a3ff87d3ae28,Human Astrocytes 10x scRNA-seq,07760522-707a-4a1c-8891-dbd1226d6b27.h5ad,33506
f67f2cfa-ba45-4f77-8e26-64a15f666043,normal;dementia,300,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/5097433f-5cf0-4a5e-b252-b9f012e76d46.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,5097433f-5cf0-4a5e-b252-b9f012e76d46,Pax6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),f67f2cfa-ba45-4f77-8e26-64a15f666043.h5ad,8463
8c6ed88f-11bf-4159-bad7-ff41fb1e1eca,normal;dementia,303,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/d8df87f4-279a-4e85-a192-b3fe0df3143e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,d8df87f4-279a-4e85-a192-b3fe0df3143e,Chandelier - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),8c6ed88f-11bf-4159-bad7-ff41fb1e1eca.h5ad,9893
9813a1d4-d107-459e-9b2e-7687be935f69,Alzheimer disease;normal,308,Publication: https://doi.org/10.1016/j.neuron.2022.06.021 Dataset Version: https://datasets.cellxgene.cziscience.com/cd012299-e58f-4c4c-830a-b5100fdd9985.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b953c942-f5d8-434f-9da7-e726ba7c1481,b953c942-f5d8-434f-9da7-e726ba7c1481,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease,10.1016/j.neuron.2022.06.021,cd012299-e58f-4c4c-830a-b5100fdd9985,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Inhibitory,9813a1d4-d107-459e-9b2e-7687be935f69.h5ad,23197
6c600df6-ddca-4628-a8bb-1d6de1e3f9b4,normal;Alzheimer disease,316,Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/a6a7e2af-d0a2-4091-beb5-f65b2b9d59a1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,a6a7e2af-d0a2-4091-beb5-f65b2b9d59a1,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Superior frontal gyrus,6c600df6-ddca-4628-a8bb-1d6de1e3f9b4.h5ad,63608
88c483bf-477d-4be5-90d3-4fb101dd601f,normal;benign prostatic hyperplasia,321,Publication: https://doi.org/10.1002/pros.24020 Dataset Version: https://datasets.cellxgene.cziscience.com/f632b84b-1d20-47b3-bbdc-797f12bdc20a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,f632b84b-1d20-47b3-bbdc-797f12bdc20a,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,88c483bf-477d-4be5-90d3-4fb101dd601f.h5ad,25186
1a434263-2aa5-4fd9-a1f3-1c4a2a8fb771,normal;COVID-19,323,Publication: https://doi.org/10.1016/j.isci.2023.108572 Dataset Version: https://datasets.cellxgene.cziscience.com/42100a86-b847-4ab5-99c8-6cbb096f742e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,ecb739c5-fe0d-4b48-81c6-217c4d64eec4,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,10.1016/j.isci.2023.108572,42100a86-b847-4ab5-99c8-6cbb096f742e,"M cells -- CV19 infection, vaccination and HC",1a434263-2aa5-4fd9-a1f3-1c4a2a8fb771.h5ad,41130
4b6af54a-4a21-46e0-bc8d-673c0561a836,normal;pulmonary emphysema,324,Publication: https://doi.org/10.1016/j.immuni.2023.01.032 Dataset Version: https://datasets.cellxgene.cziscience.com/dd4da8b8-4804-4ccb-b616-d4c62e1782e9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168,03cdc7f4-bd08-49d0-a395-4487c0e5a168,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,dd4da8b8-4804-4ccb-b616-d4c62e1782e9,non-immune cells,4b6af54a-4a21-46e0-bc8d-673c0561a836.h5ad,18386
0eccaf0c-19d2-4900-9962-899378adf8be,dementia;normal,326,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/fe58ce59-22cd-4865-88a8-a1dfdb70d5af.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,fe58ce59-22cd-4865-88a8-a1dfdb70d5af,Pax6 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),0eccaf0c-19d2-4900-9962-899378adf8be.h5ad,8984
0f4865d5-8000-4f68-8ac7-f5efea9e5e70,Crohn disease;normal,331,Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/aa4849b3-7178-4c8c-b079-a49ed03ab09d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,aa4849b3-7178-4c8c-b079-a49ed03ab09d,TI stromal,0f4865d5-8000-4f68-8ac7-f5efea9e5e70.h5ad,75695
d3a83885-5198-4b04-8314-b753b66ef9a8,normal;benign prostatic hyperplasia,332,Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/4db7b96b-8510-400c-b58b-cc1290d1c4d0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,4db7b96b-8510-400c-b58b-cc1290d1c4d0,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Leukocyte Cells,d3a83885-5198-4b04-8314-b753b66ef9a8.h5ad,19037
13b61a7d-5605-4948-ba48-02c588960143,normal;COVID-19;respiratory failure;long COVID-19,336,Publication: https://doi.org/10.1016/j.cell.2021.07.023 Dataset Version: https://datasets.cellxgene.cziscience.com/837efefb-05c5-4dfc-9e02-17842c1880f2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/35d0b748-3eed-43a5-a1c4-1dade5ec5ca0,35d0b748-3eed-43a5-a1c4-1dade5ec5ca0,Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19,10.1016/j.cell.2021.07.023,837efefb-05c5-4dfc-9e02-17842c1880f2,Nasopharynx,13b61a7d-5605-4948-ba48-02c588960143.h5ad,32588
f5be9ed2-5d41-4a52-91e4-4ff24ff84900,normal;macular degeneration,338,Publication: https://doi.org/10.1093/hmg/ddab140 Dataset Version: https://datasets.cellxgene.cziscience.com/4998984f-a640-4144-a97b-ec1f2a144751.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e9c73b68-e980-49c2-8d0d-1c9cab21507e,e9c73b68-e980-49c2-8d0d-1c9cab21507e,Human photoreceptor cells from different macular subregions have distinct transcriptional profiles,10.1093/hmg/ddab140,4998984f-a640-4144-a97b-ec1f2a144751,scRNA-seq of foveal and parafoveal retina,f5be9ed2-5d41-4a52-91e4-4ff24ff84900.h5ad,34323
de2c780c-1747-40bd-9ccf-9588ec186cee,COVID-19;normal;influenza,342,Publication: https://doi.org/10.1126/sciimmunol.abd1554 Dataset Version: https://datasets.cellxgene.cziscience.com/c588e5ee-0741-486e-9283-a8f0157a1406.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,10.1126/sciimmunol.abd1554,c588e5ee-0741-486e-9283-a8f0157a1406,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee.h5ad,59572
8b2e5453-faf7-46ea-9073-aea69b283cb7,normal;benign prostatic hyperplasia,348,Publication: https://doi.org/10.1002/pros.24020 Dataset Version: https://datasets.cellxgene.cziscience.com/5287c1e3-aac5-4963-8e60-1d973328416e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,5287c1e3-aac5-4963-8e60-1d973328416e,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - All Human Cells,8b2e5453-faf7-46ea-9073-aea69b283cb7.h5ad,28847
2856d06c-0ff9-4e01-bfc9-202b74d0b60f,normal;Lewy body dementia;Parkinson disease,349,Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/e6b3b510-a431-4626-a9ac-76e7b806aaa2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,e6b3b510-a431-4626-a9ac-76e7b806aaa2,Human DA Neurons 10x scRNA-seq,2856d06c-0ff9-4e01-bfc9-202b74d0b60f.h5ad,22048
d224c8e0-c28e-4360-9e42-b3977cd83f9f,lung adenocarcinoma;small cell lung carcinoma;normal,360,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/0c37b06d-c369-424d-b864-bb6ba40bbb6b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,0c37b06d-c369-424d-b864-bb6ba40bbb6b,Mesenchymal cells,d224c8e0-c28e-4360-9e42-b3977cd83f9f.h5ad,8030
595c9010-99ec-462d-b6a1-2b2fe5407871,aspiration pneumonia;malignant pancreatic neoplasm;COVID-19;influenza,371,Publication: https://doi.org/10.1038/s41586-021-03710-0 Dataset Version: https://datasets.cellxgene.cziscience.com/b4645848-e3d8-4920-bb4e-7aa294725177.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/59c9ecfe-c47d-4a6a-bab0-895cc0c1942b,59c9ecfe-c47d-4a6a-bab0-895cc0c1942b,Dysregulation of brain and choroid plexus cell types in severe COVID-19,10.1038/s41586-021-03710-0,b4645848-e3d8-4920-bb4e-7aa294725177,"A total of 27,092 droplet-based single-nucleus transcriptomes profiled across 11 cell types in the choroid plexus",595c9010-99ec-462d-b6a1-2b2fe5407871.h5ad,27092
1e5bd3b8-6a0e-4959-8d69-cafed30fe814,normal;pulmonary emphysema,379,Publication: https://doi.org/10.1016/j.immuni.2023.01.032 Dataset Version: https://datasets.cellxgene.cziscience.com/70543c0e-3414-40e2-9817-cb2bc57e6d4f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168,03cdc7f4-bd08-49d0-a395-4487c0e5a168,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,70543c0e-3414-40e2-9817-cb2bc57e6d4f,immune cells,1e5bd3b8-6a0e-4959-8d69-cafed30fe814.h5ad,35699
